consumer_num,connected_load (watts),total_energy_billed (kWh)
11996,450,514.25
24406,440,14.33
16193,100,165.67
9387,380,134.58
18870,3845,259.92
23507,1480,146.33
20942,680,105
12654,1000,150.42
13652,900,159.75
24213,2100,12.83
16084,4741,266.83
14268,7946,353.67
19835,740,9.67
19971,280,152.92
6897,650,231.25
5149,150,242.83
21983,7310,134
22037,2906,226.08
21554,1120,24.25
10993,6980,116.92
9977,460,303.75
19214,3874,194.08
18055,1000,0
22375,9899,240.42
14377,480,220.58
19213,400,60.08
7227,150,212.42
8448,150,79.75
24990,680,48.58
1887,150,192.33
17393,350,36.08
21280,2975,179.08
21225,540,227.08
15605,340,72.75
9992,900,262.58
16035,420,134.42
4399,1000,0
10827,420,173
24634,2010,45.67
19906,1100,210.5
18106,5000,511.83
26251,3630,42.58
22128,500,199.92
23812,740,81.17
3063,150,116.5
17579,1000,0
19126,150,251.25
2720,250,67.58
22614,380,46.83
17999,9375,1519.25
23967,1100,35.33
26033,375,154.08
24933,380,11
16866,920,99.33
23592,470,56.75
20717,380,79.75
22373,1100,0
2358,150,4
11386,1000,21.67
22396,3033,219.08
24146,1280,122.83
24436,1240,127.17
5741,950,163.42
10037,280,63.17
12089,150,214.33
21646,5103,349
7858,450,143.83
22088,1120,70.75
10581,470,46.67
13158,2023,134.75
19589,440,235.42
12551,7306,252.92
24887,200,70
6348,150,300.33
22390,2920,214.5
10208,720,121.67
18645,320,38.58
15527,380,0.92
2385,24662,548.83
26262,160,0.17
23091,12506,275.33
25021,1270,55
13094,6946,163.75
23141,22500,4119.25
20410,200,69.58
9094,5000,0
17279,450,128.33
9934,380,238
7870,650,273.58
7836,3446,1
21238,280,66.25
11019,150,238.5
24603,2260,109.42
5997,3000,268.75
3160,1000,0
12088,150,141.17
20246,200,98.58
21907,200,89.92
5351,150,3.25
11493,150,202.08
24415,4150,247.83
19307,1000,39.42
18580,6818,409.92
215,5000,0
25395,15687,36.17
14457,2858,202.83
23168,2120,334.5
19418,150,241.42
6760,600,87.67
25847,2335,105.08
6177,4000,122.5
25193,3726,354.17
22508,160,17.83
9908,280,147
18707,6126,126.67
17637,200,259.33
7082,450,188.5
17489,1430,161.83
26082,2795,59.83
25221,660,50.17
18065,150,140.83
3445,18185,2555.75
17188,1020,64.83
11632,450,116.25
7025,450,18.58
17462,5670,0
1979,150,149.33
18153,540,142.5
6072,150,45.75
5594,1000,0.08
17246,400,67.5
17817,150,133.67
21506,540,0
3197,150,169
6062,5710,251.75
22266,100,56.75
8515,150,179.42
22183,3200,53.5
14750,380,69
22168,3150,326.08
6683,450,292.17
12684,1000,1.92
26171,4095,76.42
8310,10000,2081.42
15839,150,201.58
18559,2000,520.25
3532,150,14.33
17310,41692,3706.25
8887,600,185.33
14929,640,241.25
23608,1680,265.75
14784,600,473
22589,22400,1120.75
21897,1885,383.42
17372,820,204.58
18177,7520,377.17
25620,720,142.75
4768,150,115
4383,900,167.92
23050,2390,249.75
19682,150,352.92
8897,150,310.92
18258,1040,204.58
25768,3869,115.5
9396,3420,222.5
16013,840,195.08
13886,2000,371.83
5837,750,0
7533,1265,356.5
25002,4400,257.25
7231,150,0.67
4234,7770,857.33
7765,460,0
10039,7345,594.42
15711,200,424.67
11337,150,238.5
4186,3000,111.75
8928,220,304.92
9875,2560,121.25
15638,320,15.08
21994,100,226.42
11938,4900,148.75
17178,100,228.58
14492,200,261.92
1242,150,196.83
4258,300,214.92
3596,150,273.83
14636,15661,1952.67
19467,150,143.5
22510,3115,284.5
15613,1840,210.08
25136,9565,499.92
15178,520,167.67
19485,1820,258.08
12475,2000,0
20110,300,274
21279,1100,171.58
7281,1000,33.83
12430,1000,33.08
25365,3545,255.67
19413,200,225.83
12595,1200,168
2871,400,291.5
16046,15126,602.5
13288,4000,130.17
2614,4760,1198.42
1373,1000,26.25
15190,200,30.25
23966,4421,213.75
15090,340,316
13631,340,137.83
3097,150,193.25
8774,490,107.33
23142,750,172
16178,140,218.75
11057,450,247.17
20399,280,165.25
6733,800,161.17
12743,150,202.25
8373,150,82.75
17418,240,209.83
14580,520,411.42
9311,150,207
10371,240,15.67
19699,1200,103.25
9616,240,245.75
13982,380,0
4873,600,286.33
22307,580,121.33
20649,300,190.17
17821,9226,15.83
21466,4643,104
11231,13026,455.58
20552,200,162.08
22845,1330,169
1402,22660,0
18826,5000,177.08
234,150,358.92
8043,12000,99.17
13832,180,86.33
3515,150,359.83
3657,150,15.17
15954,100,158.33
14817,380,0
8727,450,141.58
25054,240,512
17032,1200,14.17
899,150,279.17
7445,1000,33.67
25319,4736,281.17
2355,150,218.75
23858,700,81.75
11032,900,79.25
19329,5075,299.67
9383,2013,210.58
21587,200,158.25
10546,2040,0
9816,2680,156
18999,240,243.42
24078,2170,188.17
10965,240,0
17895,6268,180.58
19218,740,0
22432,4453,143.25
24709,900,41.33
15807,200,96.92
14198,200,271.5
20932,500,149.25
557,150,170.83
14915,2660,240.83
9479,1000,0
4789,150,177.33
7079,450,129.92
1101,1000,65.75
21010,4373,405.33
4365,5000,359.42
22041,320,58.25
2637,150,247.25
1505,150,156.92
14706,520,325.08
18657,3140,170.33
17268,790,353
13709,540,155.33
7925,450,190
22930,2720,199.83
1449,1000,1.58
17397,1000,109.75
5469,2255,191.42
7747,4253,225.25
11706,1000,60.75
11872,600,314.5
8455,5000,224.75
15738,860,0
11045,450,213.42
3202,1000,288.92
1991,150,489.67
25972,2465,161
6547,4061,190.25
22308,100,32.25
2287,1000,33
24880,5100,544.17
15557,340,307.5
16177,5900,253.25
24981,5886,267.33
19075,150,215
22756,220,78.75
3067,23000,1545.67
13684,2500,212.92
18684,3975,106.83
26139,5100,27.17
3456,150,137.17
22478,140,26.67
6907,3208,195.67
24778,5720,910.42
14134,140,61.5
23269,2180,23.83
7800,650,168.08
25447,1350,3.83
24498,7859,269.58
24122,420,146
1003,3746,95.58
13498,10510,839.33
641,150,471.17
10052,200,188.67
7869,650,51.33
20618,300,271
10235,7270,272.75
203,150,457
19560,320,97.67
25451,3683,259.75
2243,150,498.83
7554,250,437.75
5422,240,139
7271,1860,85.75
21843,7232,463.17
5452,350,33
8889,790,286.33
7534,2000,983.08
15812,340,109.17
14467,240,184.83
26254,480,0
14763,160,55.25
10082,300,191.83
7029,5886,469.75
770,150,227
18039,790,312.5
19744,1893,440.75
1511,150,169.42
24270,2000,45
22753,560,104.75
5489,600,89.67
11809,450,144.75
12652,150,296.92
16652,5000,627.5
17843,7080,320.83
21079,3918,605.75
5251,150,43.83
17693,460,0
17976,850,218.75
25970,990,35.25
14257,5000,304.67
14035,180,82.5
10402,2255,318.92
2706,2000,251.5
24440,1240,20.75
16545,240,120
1667,150,112.5
7575,5791,256.25
7936,300,211.25
11530,1000,0
6109,150,101.83
14557,9650,640.83
879,150,0
13605,2000,41.67
11932,350,207.08
4818,3000,298.08
16100,400,205.67
7412,1000,110
5787,12000,0
15209,280,116.67
16278,340,51.08
1538,2185,135.33
21626,200,199.17
24293,2020,162.42
26227,240,14.42
13921,140,160.25
7435,1000,97.42
11468,150,387.67
11511,150,0
22276,5753,300.92
1017,15406,2421.17
13140,180,159.25
12341,3000,123
18845,3640,175.5
13760,2825,0
21644,8586,128.67
16733,3406,332.25
13674,340,207.25
16587,200,0
9443,200,370.5
20364,200,191
4801,150,268.58
24063,1400,296.33
1941,12000,936.67
17011,6000,241.17
17491,3360,95.83
23964,5996,287.42
24399,1350,0.92
13445,960,118.42
8874,480,0
515,1000,148.67
16451,2180,32
11774,4000,414.33
20715,380,5.08
16217,320,129.42
2254,150,42
5003,1000,174
13155,365,218.42
21076,150,62.25
11133,150,232.17
4687,150,194.67
7375,150,173.92
5053,600,217.58
1629,3960,182.25
17897,2000,63
2994,500,0
3488,150,156.33
3684,150,233
8347,150,105.17
11316,150,82.08
21514,1500,173.67
10615,150,279.25
8403,3000,730.67
5627,205,412.33
9687,2220,0.83
11945,900,221.08
26273,1300,1.42
10429,600,231.75
9320,460,247.17
22229,480,96.75
22341,1000,223.83
12187,150,378.25
12871,450,182.5
1827,150,93.5
14801,740,159.67
25860,440,28.25
6965,450,0
21851,320,22
9849,3000,196.75
11355,4460,2.42
9071,2000,50.75
24344,2913,236.75
11318,150,184.42
13377,3586,159
1839,150,74
11171,4000,1
11159,150,390.25
15126,5000,209.83
3990,400,179.42
5492,250,322.67
19429,1000,25
24162,3295,305.17
6254,7000,0
12559,150,0
3999,650,329.33
9057,640,218.92
7498,3483,184.67
19672,460,284.58
21040,580,165.58
6102,150,217.67
23751,2993,98.42
26192,2555,17.17
19526,4163,158.08
17217,280,160.67
13507,1000,4.67
5706,1000,315.33
20080,300,64.17
10941,380,173.25
7028,650,453
14234,380,129.08
310,150,0
12161,150,165.42
9284,6615,161
19702,620,57.08
25841,540,29.75
14685,1580,0
22017,7510,70.92
24918,4090,93.25
2476,4000,296.25
7671,650,359.17
6727,15686,364.42
23865,440,283.33
5082,1750,298
18370,1340,405.92
12532,1000,103.92
6032,1000,0
1116,1000,149.92
17932,380,170.67
1661,150,440.58
5836,1000,0
4690,150,141
18908,940,68.67
13857,300,218.42
7737,3971,210.58
25874,2866,91.5
25146,9965,279.92
10650,150,128.92
1507,150,221.08
14310,740,53.5
25705,3270,115.92
21237,280,0
15089,280,162.92
45,2000,416.58
17286,3685,437.58
20852,480,0
13415,2220,118.17
26427,5151,6.67
24896,1365,133.92
6988,450,221.67
14327,5206,303.33
25769,1939,64.75
23009,4544,306
12803,2590,178.92
22380,660,281.58
13903,100,263.92
8581,650,290.42
2694,300,144.83
8264,5500,202.33
15584,240,266.58
5188,150,282.5
17123,8706,428.5
23304,900,184.92
2258,150,310.75
14118,1150,108.08
17351,320,93.33
8799,1000,23.83
21160,2380,752.67
24878,5400,18.08
24412,1500,294.67
11814,360,356.25
23708,4133,213
10975,1965,67.33
4621,150,87.25
24308,3750,88.92
12330,1000,517.5
10405,300,171.25
20679,300,194.33
889,6430,480.08
14448,2980,165.92
19832,400,269.92
11242,150,0
349,5000,1092.58
13197,200,128
6208,4000,334.17
25543,495,85.08
6590,150,217.92
24564,980,120.17
23742,5700,52.67
23030,600,142.83
17510,2415,313.17
24383,1350,134.42
10292,140,0
14708,125996,23856.67
14220,9970,411.67
3655,2000,217.42
23667,480,13.83
21704,150,97.67
2110,150,92.5
1893,150,143.42
24864,1835,116.17
24954,100,32.58
24867,1993,294.92
21389,3292,0
13113,2800,355
17933,4780,135.5
744,150,449.92
263,150,318.75
26058,1040,5.33
11812,450,420.92
21884,1570,105.25
21084,150,124.08
14422,2776,202.83
23365,4945,202.25
17721,5000,0
15873,300,188.58
4317,1000,210
18340,3960,124.08
4703,1000,0
3497,10000,229
5340,150,156.08
6277,150,181.58
11623,415,475.75
10127,240,209.58
1131,1000,81.5
19243,1000,135.83
5150,150,0
1333,150,0
5250,150,161.83
20707,300,258.42
612,1000,21.33
3293,150,251.25
20082,300,230.17
25846,3575,265.5
20771,480,293
24458,1346,0
20742,800,11.42
23984,740,79.83
14064,2623,351.25
7076,450,54.67
6120,3848,284.17
11462,150,206
2990,350,217.17
7617,150,581.5
22112,840,61.25
9375,664,167.33
5337,3105,113.67
6309,150,166.25
20997,480,265.5
20221,300,236.33
22252,320,360.92
11081,1000,18.08
2043,150,234.08
2538,150,207.83
5521,600,146.33
15817,150,244.75
6352,150,305.58
236,150,254.33
20019,1633,206.75
3080,5000,1082.17
23530,4880,164.92
5430,600,211.33
18971,5710,90.5
15167,7190,177.83
21310,1660,132.08
22981,500,244
19804,4580,32
23777,920,772.67
21481,2910,536.17
10025,740,243.67
19033,850,377.92
12037,4650,223.08
3078,150,239.08
26071,660,16.25
8756,1000,11
7109,250,119.67
12209,4500,3.17
8263,3000,41.92
21740,5063,409.5
20367,150,176.5
15925,240,54.42
19602,790,41.67
22463,300,66.67
22353,2273,54.33
15438,7921,117
20078,300,212.58
19272,8125,163.42
19664,1000,0
16795,2440,353.83
7448,1000,74.75
25852,4490,262.08
22357,5940,792
20344,740,239
8957,150,346.58
10422,100,122.25
12297,150,78
20461,250,382
12913,5550,557.25
22464,100,9.25
24624,6510,263.83
12287,1000,44.5
10053,1055,336.08
10520,950,477.75
26019,1260,193.67
17009,545,142.33
9138,440,0
8499,150,132.08
26105,5400,0
25135,3866,111.33
3353,150,315.25
22125,100,159.17
18801,200,12.5
14439,240,67.25
7102,450,175.17
26216,3280,50.67
13867,220,47.75
17070,4800,108.83
25816,240,125.33
19965,200,106
7812,450,121.83
2408,150,201.67
16394,420,148.83
1615,150,31.17
13229,540,473.5
895,150,191.08
23695,946,7.75
18857,1820,104.42
19543,3000,71
25062,1386,210.75
25895,1100,41.08
10343,2900,344.5
24090,1100,36.58
9630,1140,280.92
25474,1700,181.75
5636,250,88.58
15801,180,167.25
22666,2015,285.33
19655,420,256.17
25499,1496,6.17
5913,1530,442.58
15997,180,92
19090,1440,226.17
24665,700,352.83
16236,2000,0
9571,100,225.42
7983,650,130.33
3088,1000,1.25
23235,4560,87.08
274,150,206.67
360,150,123.08
22016,960,33
3177,150,363.17
19430,740,354
10497,3995,221
1057,150,341.75
17478,400,231
17461,3820,623.92
12840,150,167.25
5192,150,153.5
8871,900,169.67
15183,7000,128.58
3045,4193,213.92
18694,150,272.42
23152,1570,233
23654,500,220.25
15324,1240,74.5
10791,180,157.67
22254,920,183
5233,150,184.58
23404,4080,256.5
5886,300,158.5
20617,300,262
18454,560,300.67
26261,160,0.08
16070,150,90.67
15644,100,277.75
12141,150,253
14300,240,244.83
1904,150,0
13202,280,51.58
14964,3781,369.67
22516,5817,370.67
4339,1000,101.92
5437,520,263.17
6339,150,60.08
22098,2520,32.33
7238,150,4.92
24024,520,80.58
20041,300,236.5
120,3000,341.83
4256,600,73.83
19445,3443,166.75
11794,2000,23.42
20017,8330,201.83
25882,12660,2512.67
10560,120,226.75
16075,5000,367.92
1549,150,126.33
4983,950,87.75
9036,7260,129.17
406,1000,209.75
24157,1515,56.08
8945,200,165.25
25039,4620,0.67
9368,8000,491.25
13328,1000,0
14101,6080,338.5
11892,600,207.33
16911,420,109.08
21063,440,62.67
24361,1040,14.75
15136,200,41.58
667,1000,0
22601,2955,352.67
24571,1180,152
15764,240,194.42
21150,340,58.17
1095,2000,298.33
22029,340,79.75
19050,2420,50.25
20821,1040,223.83
21817,400,128.17
13682,3980,607.67
3580,1000,65.58
9492,1000,0
4904,4000,131.75
18378,815,91.33
21216,240,356.92
4916,250,544.17
25690,3455,143.17
8232,6726,271.5
11567,1000,369.08
11414,150,621.67
17665,2200,272.08
1831,4000,603.08
16740,240,177.58
4250,900,6.08
4566,1000,0
1084,1000,251.83
9215,340,0
16626,140,213.75
20754,260,28.58
26043,2650,40.08
15063,740,243.83
21125,17980,2848.5
17215,500,64.25
4013,1470,492.42
6217,150,167.5
17419,880,46.75
9158,525,15.08
18868,1953,189.83
17873,780,121.75
6794,250,205.83
1468,150,181.33
23584,8665,203
25711,7740,248.58
11188,150,168.08
11524,1000,199.67
21167,450,10.75
7878,4595,129.17
13459,320,166.75
25337,4135,92.83
23954,380,32.83
2138,150,323.92
26119,3873,38.17
11338,150,354.42
5363,150,141.58
2242,180,194.83
14110,2940,139.75
19653,700,291.92
16774,980,243.83
20295,300,107.58
17077,840,53.5
17818,2270,63
6149,150,234.58
16609,220,0
20207,300,103.75
18828,150,171.33
25428,1100,333.67
10376,7126,243.92
15187,820,321.33
14193,846,445.17
2568,5000,1299.42
25960,9960,307.83
21615,5840,196.08
21121,4893,176.17
15952,400,26.75
14369,200,48.17
19309,150,87.75
4435,13744,1190.42
7532,750,278.33
8759,1000,2.08
9624,100,153.67
24524,2970,94.92
14519,3748,132.75
273,2806,111.5
14969,5000,438
108,2000,0.58
9898,5886,211.75
25925,2500,664.25
26113,9400,153.08
26101,5100,80.25
21291,1560,47.58
20315,300,132.83
11999,900,105.58
13119,1080,119.42
598,4305,88.92
5226,150,12.33
9749,208,235.75
1440,4000,669.42
4290,900,162.67
9502,380,167.92
8745,650,81.33
15835,140,0
19790,2070,357.25
9557,7210,36
8580,650,284.42
2271,150,1.67
22120,300,173.58
19921,880,20
1340,1000,208.33
21803,1960,124.42
24370,1990,40.92
20849,4500,63.33
22111,1280,75
12049,3260,567.17
12385,2560,186.83
9201,340,232.42
10919,1000,0
18267,1980,94.08
25681,8781,121.75
21501,15972,1883
4284,600,143.75
18351,3070,225.67
1583,40472,533.5
1071,1000,167.92
17167,9400,582.25
10093,1080,149.08
21348,150,110.33
20801,1040,140.58
10198,100,261.25
19433,150,10.67
15965,440,291.33
1171,1000,40.67
2648,1000,0
15387,300,404.58
15645,150,163.67
10603,5000,231.67
4257,7000,2381.08
16490,4540,25.83
22060,640,22.33
23722,2318,333.08
3460,150,180.17
13643,240,82.83
8883,900,98.67
19940,640,2.33
24590,7640,186.92
13981,2080,74.75
4254,250,296.17
25244,1630,202.58
11920,1000,0
17861,440,61.33
17671,1540,322.25
12457,150,202.67
5283,150,47.33
9415,100,223.17
20286,500,106.08
25411,33000,1978.92
5650,250,174.92
25991,1700,0
10258,1550,122.83
13944,180,55.25
23356,9136,185.42
23475,880,2.83
14982,6200,165.75
3366,4000,183.67
17230,200,320.67
8950,4063,178.25
25788,7610,499.17
19854,3220,575.92
18583,5636,271.08
19510,850,131.92
20043,300,144.75
14984,2083,375.08
19222,1740,421.17
23285,3435,643.25
7244,150,273.92
19909,1000,37.83
11098,1000,14.08
13828,150,323.83
15065,150,78.92
15744,1000,12.33
16422,340,111.5
7885,450,409.92
20654,300,198.42
14312,280,59.92
19178,200,43.92
5067,1500,75
12750,150,245
26252,1100,1
11781,1000,1.25
10815,3460,312.5
22274,5230,253.17
17398,800,27.25
14388,380,182.58
5063,400,194.58
9562,580,420.75
25130,1120,605.42
24761,1100,0
7410,1000,5.83
19107,640,320.83
12859,150,229.67
7509,1000,10.33
12176,150,151.92
21447,440,278.67
22779,440,153.67
16311,4000,111.5
6752,900,283.17
15531,240,167.08
16053,5773,139.83
3801,5000,192
23031,4086,990.75
16953,25148,727.25
17726,1280,242.5
21247,2000,1.92
19142,880,56.92
7488,150,141.33
20565,200,115.75
14322,100,130.75
24254,4545,175.83
25668,3470,369.5
25276,3115,128.58
8215,780,0
18614,150,0
21957,100,239.25
9280,150,249.75
15601,150,171.42
2460,150,0
16620,4000,53
6757,600,159.58
12706,150,116.08
5765,6180,125.5
14137,5550,426.58
20723,900,204.5
14854,2860,248.83
15951,780,0
15787,280,89.5
13185,5518,412
15066,380,266.25
25219,4895,288.33
25211,1100,99.92
24205,4855,134.5
16647,200,177.58
11738,450,201
23441,1000,64.75
2481,1000,3.83
17342,180,320.75
17400,8500,184.83
14720,5020,46.67
9446,2800,125.17
17044,140,100.75
1553,150,87.83
21856,9380,197.17
12078,450,110.17
24367,3400,670.75
11662,1000,95.17
6936,600,0.58
15366,340,171.17
5160,150,133.58
12091,450,349
13372,280,199.42
22034,1420,10.92
13635,4000,409.08
23239,580,5.67
8136,6880,304.42
26421,780,5.58
12849,3900,273.67
12454,150,166.17
19089,280,164.42
6798,600,142.75
22670,13000,495.92
25047,2570,277
10151,1500,167.08
6082,3000,430.25
4226,360,0
17446,3950,340.83
12507,150,192.33
23617,8343,426.25
8546,620,154.17
16810,1040,219
13206,500,144.5
4484,300,58.5
25223,3930,165.75
14050,200,78.5
20637,300,0
23628,940,56.67
14096,200,74.5
15507,140,257.08
23716,3010,140.92
10922,1000,0.83
7317,11490,41.42
5382,150,37
24720,400,101.08
10506,280,230.08
6041,4000,269.42
25526,1995,35.25
19321,2900,99.58
14450,2063,197.5
8900,450,122.25
23438,980,1.25
6302,150,160.92
25932,9213,257.17
25404,3750,187.58
20368,460,137.25
2593,150,208.08
8806,450,104.83
5994,13000,1034.33
4033,1000,44.17
18287,420,69
22985,530,18.17
13860,860,147.75
20621,300,84
20897,1480,112.17
